timestamp,date,latitude,longitude
1636600524,"2021-11-11 03:15:24",49.267328,3.875972
1636600530,"2021-11-11 03:15:30",49.2682,3.877059
1636600536,"2021-11-11 03:15:36",49.269047,3.878156
1636600541,"2021-11-11 03:15:41",49.26974,3.87898
1636600546,"2021-11-11 03:15:46",49.270506,3.879661
1636600552,"2021-11-11 03:15:52",49.271381,3.880398
1636600557,"2021-11-11 03:15:57",49.271969,3.880923
1636600563,"2021-11-11 03:16:03",49.272673,3.881565
1636600568,"2021-11-11 03:16:08",49.273263,3.882099
1636600574,"2021-11-11 03:16:14",49.27347,3.882455
1636600580,"2021-11-11 03:16:20",49.273441,3.882883
1636600585,"2021-11-11 03:16:25",49.273359,3.883608
1636600591,"2021-11-11 03:16:31",49.273302,3.884579
1636600596,"2021-11-11 03:16:36",49.27322,3.885539
1636600602,"2021-11-11 03:16:42",49.27313,3.886835
1636600607,"2021-11-11 03:16:47",49.273032,3.887986
1636600612,"2021-11-11 03:16:52",49.272934,3.889153
1636600618,"2021-11-11 03:16:58",49.272796,3.890536
1636600623,"2021-11-11 03:17:03",49.272615,3.891713
1636600629,"2021-11-11 03:17:09",49.27238,3.893212
1636600634,"2021-11-11 03:17:14",49.272175,3.894482
1636600640,"2021-11-11 03:17:20",49.271943,3.896109
1636600645,"2021-11-11 03:17:25",49.271717,3.897588
1636600650,"2021-11-11 03:17:30",49.271476,3.899099
1636600656,"2021-11-11 03:17:36",49.271201,3.900842
1636600662,"2021-11-11 03:17:42",49.270924,3.902583
1636600667,"2021-11-11 03:17:47",49.270675,3.904147
1636600673,"2021-11-11 03:17:53",49.270373,3.906111
1636600678,"2021-11-11 03:17:58",49.27011,3.907706
1636600684,"2021-11-11 03:18:04",49.269738,3.909603
1636600689,"2021-11-11 03:18:09",49.269454,3.911221
1636600695,"2021-11-11 03:18:15",49.269126,3.913277
1636600700,"2021-11-11 03:18:20",49.26885,3.915014
1636600706,"2021-11-11 03:18:26",49.268513,3.917072
1636600711,"2021-11-11 03:18:31",49.268236,3.918816
1636600717,"2021-11-11 03:18:37",49.267882,3.920998
1636600723,"2021-11-11 03:18:43",49.267414,3.923242
1636600728,"2021-11-11 03:18:48",49.266917,3.925116
1636600734,"2021-11-11 03:18:54",49.266335,3.92735
1636600740,"2021-11-11 03:19:00",49.26575,3.929533
1636600746,"2021-11-11 03:19:06",49.265208,3.931601
1636600751,"2021-11-11 03:19:11",49.264752,3.933311
1636600757,"2021-11-11 03:19:17",49.264235,3.935271
1636600762,"2021-11-11 03:19:22",49.263808,3.936872
1636600767,"2021-11-11 03:19:27",49.263371,3.93854
1636600773,"2021-11-11 03:19:33",49.262833,3.940558
1636600778,"2021-11-11 03:19:38",49.262389,3.942235
1636600784,"2021-11-11 03:19:44",49.261905,3.944079
1636600790,"2021-11-11 03:19:50",49.261503,3.945625
1636600795,"2021-11-11 03:19:55",49.261213,3.946712
1636600801,"2021-11-11 03:20:01",49.260893,3.947865
1636600807,"2021-11-11 03:20:07",49.260621,3.94893
1636600813,"2021-11-11 03:20:13",49.260266,3.94969
1636600818,"2021-11-11 03:20:18",49.260156,3.950281
1636600824,"2021-11-11 03:20:24",49.259971,3.951406
1636600830,"2021-11-11 03:20:30",49.259606,3.952867
1636600836,"2021-11-11 03:20:36",49.259183,3.954558
1636600841,"2021-11-11 03:20:41",49.258804,3.956098
1636600846,"2021-11-11 03:20:46",49.258414,3.95768
1636600852,"2021-11-11 03:20:52",49.257927,3.959543
1636600858,"2021-11-11 03:20:58",49.257494,3.96113
1636600863,"2021-11-11 03:21:03",49.257173,3.96235
1636600869,"2021-11-11 03:21:09",49.256779,3.963803
1636600875,"2021-11-11 03:21:15",49.256374,3.965197
1636600880,"2021-11-11 03:21:20",49.256108,3.966015
1636600886,"2021-11-11 03:21:26",49.255809,3.966567
1636600892,"2021-11-11 03:21:32",49.255775,3.967409
1636600898,"2021-11-11 03:21:38",49.255477,3.968421
1636600904,"2021-11-11 03:21:44",49.255174,3.96958
1636600909,"2021-11-11 03:21:49",49.254937,3.970375
