
RECORD:;Start date :; 15/12/2020  16:21:21 ;End date :; 15/12/2020  16:22:34 ;Time [hh:mm:ss]:;00:01:12;Frequency [Hz] :;100;Period [ms] :;10.0;Numbers of points :;7296;Sensor number :;3;

;Sensor No1;;;;;;;;;;;;;;;Sensor No2;;;;;;;;;;;;;;;Sensor No3;;;;;;;;;;;;;;;

Time [s];AccX_0 [g];AccY_0 [g];AccZ_0 [g];GyrX_0 [deg/s];GyrY_0 [deg/s];GyrZ_0 [deg/s];AngRX_0 [deg];AngRY_0 [deg];AngRZ_0 [deg];AngCX_0 [deg];AngCY_0 [deg];AngCZ_0 [deg];AccAX_0 [deg/s2];AccAY_0 [deg/s2];AccAZ_0 [deg/s2];AccX_1 [g];AccY_1 [g];AccZ_1 [g];GyrX_1 [deg/s];GyrY_1 [deg/s];GyrZ_1 [deg/s];AngRX_1 [deg];AngRY_1 [deg];AngRZ_1 [deg];AngCX_1 [deg];AngCY_1 [deg];AngCZ_1 [deg];AccAX_1 [deg/s2];AccAY_1 [deg/s2];AccAZ_1 [deg/s2];AccX_2 [g];AccY_2 [g];AccZ_2 [g];GyrX_2 [deg/s];GyrY_2 [deg/s];GyrZ_2 [deg/s];AngRX_2 [deg];AngRY_2 [deg];AngRZ_2 [deg];AngCX_2 [deg];AngCY_2 [deg];AngCZ_2 [deg];AccAX_2 [deg/s2];AccAY_2 [deg/s2];AccAZ_2 [deg/s2]
0,000;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,010;0,89;0,04;-0,13;2,45;-72,17;-3,99;0,01225;-0,36084998;-0,019949999;1,5078547;-4,8256936;2,2341447;112,0;-3612,0;-192,5;0,84;-0,02;-0,52;-2,8;-44,03;-0,35;-0,0139999995;-0,22015;-0,0017499999;2,8610258;-2,317333;-0,14048697;-87,5;-2089,5;14,0;-0,03;0,98;0,15;0,21;17,5;7,98;0,00105;0,0875;0,039899997;3,0232525;2,969985;-2,6055737;28,0;931,00006;430,5
0,020;0,91;0,03;-0,14;2,24;-72,24;-3,85;0,0357;-1,0829;-0,05915;1,532029;-5,5746984;2,1922565;87,49999;-140,00015;41,999996;0,84;-0,02;-0,52;-1,75;-41,79;0,28;-0,03675;-0,64925;-0,0021;2,8351903;-2,7669942;-0,14760448;70,0;168,00003;24,500002;-0,04;0,98;0,13;0,56;18,62;8,61;0,0048999996;0,2681;0,12284999;3,0681648;3,134102;-2,5099401;-10,5;143,50005;139,99998
0,030;0,92;0,02;-0,13;4,2;-74,97;-3,15;0,0679;-1,8189499;-0,09415;1,5649533;-6,3377028;2,1545684;108,49999;-283,5003;94,49999;0,84;-0,01;-0,51;-1,4;-40,67;0,14;-0,052500002;-1,0615499;0,0;2,8163552;-3,199855;-0,15227199;42,0;-3,4999847;14,0;-0,03;0,99;0,12;0,0;20,37;10,78;0,0076999995;0,46305;0,2198;3,112027;3,3125691;-2,4003065;-84,00001;108,50001;161,00002
0,040;0,92;0,02;-0,11;4,41;-77,91;-1,96;0,11095;-2,58335;-0,1197;1,6087277;-7,129058;2,1263304;-80,5;-161,00006;70,00001;0,83;-0,01;-0,5;-0,91;-41,86;0,56;-0,064050004;-1,4741999;0,0034999999;2,80172;-3,6330662;-0,15553948;-17,500002;-45,500183;7,0;-0,03;1,0;0,14;-1,12;20,79;11,83;0,0020999997;0,66885;0,33284998;3,1474893;3,5018864;-2,2745728;-91,00001;27,999973;-42,000008
0,050;0,9;0,03;-0,08;2,59;-78,19;-1,75;0,14595;-3,3638499;-0,13825;1,644452;-7,936512;2,1050925;-182,0;42,0002;-24,500002;0,83;-0,02;-0,5;-1,75;-41,58;0,28;-0,077350006;-1,8913999;0,0077;2,7853348;-4,0708275;-0,158107;-133,0;13,999939;-28,0;-0,02;0,98;0,14;-1,82;20,93;9,94;-0,012600001;0,87745;0,44169998;3,1738517;3,6940036;-2,1530395;-87,49999;87,5;-262,5
0,060;0,91;0,03;-0,08;0,77;-77,07;-2,45;0,16275;-4,14015;-0,15924999;1,6619763;-8,739767;2,0814042;-87,5;140,00015;-63,0;0,83;-0,02;-0,51;-3,57;-41,58;0,0;-0,10395;-2,3072;0,009099999;2,7556493;-4,5071883;-0,1634745;-192,5;0,0;-63,0;-0,02;0,98;0,15;-2,87;22,54;6,58;-0,03605;1,0948;0,5243;3,191464;3,8948708;-2,057756;66,5;45,499992;-223,99998
0,070;0,91;0,02;-0,06;0,84;-75,39;-3,01;0,1708;-4,90245;-0,18654999;1,6707506;-9,529021;2,0514164;45,5;104,99992;-31,499994;0,83;-0,03;-0,5;-5,6;-41,58;-0,98;-0,1498;-2,723;0,0041999994;2,7067142;-4,943549;-0,17514202;-115,500015;73,50006;-80,5;-0,06;0,99;0,15;-0,49;21,84;5,46;-0,05285;1,3167;0,58449996;3,2157264;4,100288;-1,9848722;111,99999;34,999943;-101,49999
0,080;0,93;0,01;-0,06;1,68;-74,97;-3,08;0,1834;-5,65425;-0,217;1,684075;-10,3077755;2,0182781;-13,999999;-49,000168;-3,4999967;0,84;-0,03;-0,5;-5,88;-40,11;-1,61;-0,20719999;-3,1314502;-0,008750001;2,6462288;-5,3725605;-0,19485953;-24,500013;45,500183;-59,500004;-0,09;0,98;0,14;-0,63;23,24;4,55;-0,05845;1,5421;0,63455;3,2511885;4,309205;-1,9221386;-24,500002;-217,00002;-31,500006
0,090;0,91;0,0;-0,01;0,56;-76,37;-3,08;0,1946;-6,41095;-0,2478;1,6959993;-11,091431;1,9847902;-10,499996;-90,999985;45,499992;0,85;-0,02;-0,49;-6,09;-40,67;-2,17;-0,26705;-3,53535;-0,027650002;2,5832937;-5,797022;-0,22052702;-10,500002;-150,49992;-52,500004;-0,09;0,98;0,15;-0,98;17,5;4,83;-0,0665;1,7457999;0,68144995;3,284201;4,4964223;-1,862555;-3,4999998;-570,5;0,0
0,100;0,92;0,01;-0,03;1,47;-76,79;-2,17;0,20475;-7,17675;-0,27405;1,7068737;-11,884186;1,955852;24,499998;-115,49988;27,999998;0,87;-0,0;-0,48;-6,09;-43,12;-2,66;-0,32795;-3,9543;-0,0518;2,5193083;-6,236532;-0,25144455;3,5000086;-304,5;-10,500002;-0,1;0,96;0,15;-0,7;11,83;4,55;-0,0749;1,8924499;0,7283499;3,3168633;4,6265893;-1,8029714;-49,000004;-339,5;52,50001
0,110;0,93;0,03;-0,03;1,05;-78,68;-2,52;0,21735;-7,9541;-0,29749998;1,7201979;-12,68849;1,9297141;45,500004;-129,49982;-13,999999;0,87;0,01;-0,47;-6,02;-46,76;-2,38;-0,3885;-4,4037;-0,077;2,4556732;-6,7064934;-0,28341204;42,000008;-332,5001;56,000008;-0,1;0,96;0,13;-1,96;10,71;5,88;-0,0882;2,0051498;0,78049994;3,3446255;4,7228065;-1,7381377;-42,0;-129,50002;188,99998
0,120;0,93;0,02;0,0;2,38;-79,38;-2,45;0,2345;-8,7444;-0,32235;1,7380723;-13,505745;1,9021759;87,5;31,499863;0,0;0,88;0,01;-0,48;-5,25;-49,77;-1,54;-0,44485;-4,8863497;-0,096599996;2,3962379;-7,2097044;-0,30977955;3,5000086;-105,000114;52,500004;-0,08;0,98;0,13;-1,54;9,24;8,33;-0,1057;2,1049;0,8515499;3,368188;4,8060737;-1,6544042;87,5;-87,5;108,50001
0,130;0,92;0,03;0,04;2,8;-78,05;-2,52;0,2604;-9,53155;-0,3472;1,7646966;-14,319849;1,874638;-161,0;209,99985;-24,500002;0,88;0,0;-0,48;-5,95;-48,86;-1,33;-0,50085;-5,3795;-0,11094999;2,3371527;-7,7234154;-0,33089706;-111,99999;238,0001;80,5;-0,06;0,97;0,15;-0,21;8,96;8,05;-0,11445;2,1959;0,9334499;3,4005;4,880591;-1,5598204;283,5;10,500002;-80,50001
0,140;0,92;0,04;0,04;-0,84;-75,18;-2,94;0,27019998;-10,297701;-0,3745;1,7752209;-15,112955;1,84465;-252,0;196,00029;-66,5;0,88;-0,01;-0,48;-7,49;-45,01;0,07;-0,56805;-5,84885;-0,117249995;2,2668676;-8,213326;-0,34396458;-157,50003;444,49997;112,0;-0,06;0,97;0,17;4,13;9,45;6,72;-0,09485;2,28795;1,0072999;3,4611623;4,956158;-1,4732869;290,5;55,999996;-98,00001
0,150;0,94;0,03;0,02;-2,24;-74,13;-3,85;0,2548;-11,0442505;-0,40845;1,7605451;-15,886459;1,8080119;-24,500004;118,99986;7,0000052;0,87;-0,01;-0,47;-9,1;-39,97;0,91;-0,651;-6,27375;-0,112349994;2,1808321;-8,658788;-0,34583208;-55,999996;339,49985;45,500004;-0,08;0,98;0,16;5,6;10,08;6,09;-0,046200007;2,3856;1,0713499;3,5508747;5,037326;-1,3965535;-49,000004;66,5;-34,999992
0,160;0,94;0,03;0,06;-1,33;-72,8;-2,8;0,23695;-11,7789;-0,4417;1,7434195;-16,648064;1,772074;-13,999999;223,99979;101,49999;0,86;-0,01;-0,46;-8,61;-38,22;0,98;-0,73955;-6,6647;-0,10289999;2,0891972;-9,070299;-0,3431496;105,00002;38,500023;91,0;-0,1;0,99;0,14;3,15;10,78;6,02;-0,002450008;2,4899;1,1318998;3,635687;5,125143;-1,3233199;-196,00002;45,499992;27,999998
0,170;0,93;0,03;0,08;-2,52;-69,65;-1,82;0,21769999;-12,49115;-0,4648;1,7248938;-17,387268;1,7462858;-48,999996;266,0;105,0;0,89;-0,02;-0,45;-7,0;-39,2;2,73;-0,8176;-7,0518;-0,08434999;2,0080616;-9,47796;-0,3313671;188,99998;231,00014;199,5;-0,1;0,98;0,16;1,68;10,99;6,65;0,021699991;2,59875;1,1952498;3,7008994;5,21751;-1,2472863;-108,50001;-10,500002;-55,999996
0,180;0,94;0,03;0,08;-2,31;-67,48;-0,7;0,19354999;-13,1768;-0,4774;1,7014681;-18,099873;1,7309978;140,0;185,49995;108,50001;0,87;-0,03;-0,45;-4,83;-33,6;4,97;-0,87675;-7,4157996;-0,04584999;1,9458265;-9,86252;-0,29963458;122,49999;714,00006;206,50002;-0,08;0,98;0,16;0,98;10,57;4,9;0,03499999;2,7065501;1,2529998;3,7552617;5,3088274;-1,1768527;-55,999996;-66,5;-105,0
0,190;0,94;0,02;0,1;0,28;-65,94;0,35;0,18339999;-13,8439;-0,47915;1,6920425;-18,793926;1,7265596;115,5;150,5001;122,50001;0,87;-0,02;-0,45;-4,55;-24,92;6,86;-0,92364997;-7,7084;0,013300009;1,8958411;-10,175682;-0,2472521;-42,000008;773,5;150,50002;-0,09;0,98;0,15;0,56;9,66;4,55;0,04269999;2,8077002;1,3002498;3,804024;5,3934946;-1,116919;-31,5;24,500036;-70,00001
0,200;0,94;0,02;0,11;0,0;-64,47;1,75;0,18479998;-14,49595;-0,46864998;1,6941668;-19,47293;1,7343718;-108,50001;108,5001;73,5;0,89;-0,03;-0,46;-5,67;-18,13;7,98;-0,97475;-7,92365;0,087500006;1,841656;-10,411493;-0,17981961;-115,5;318,50006;80,50001;-0,11;0,99;0,15;0,35;11,06;3,5;0,047249988;2,9113002;1,3404998;3,8496363;5,480612;-1,0639855;-66,5;70,00003;-77,000015
0,210;0,94;0,02;0,11;-1,89;-63,77;1,82;0,17534998;-15,13715;-0,45079997;1,685441;-20,141087;1,7495337;-101,5;126,00002;-20,999998;0,92;-0,04;-0,46;-6,86;-18,55;8,47;-1,0374;-8,10705;0,16975;1,7759206;-10,615454;-0,104337126;-105,0;-14,000034;-10,500002;-0,13;0,99;0,15;-0,77;11,06;3,01;0,04514999;3,0219002;1,3730497;3,8885987;5,574729;-1,0187519;-49,000004;27,999973;21,000004
0,220;0,92;0,01;0,14;-2,03;-61,95;1,33;0,15574998;-15,76575;-0,43504998;1,6665654;-20,79664;1,7625957;-42,000004;188,99994;-35,000004;0,92;-0,04;-0,45;-7,77;-18,41;7,77;-1,11055;-8,29185;0,25095;1,6996855;-10,820815;-0,029904634;-52,49999;42,000008;-91,00001;-0,15;0,95;0,16;-0,63;11,62;3,92;0,03814999;3,1353002;1,4076997;3,922661;5,671646;-0,97141826;42,0;-91,00004;150,5
0,230;0,92;0,0;0,15;-2,73;-59,99;1,12;0,13194998;-16,37545;-0,42279997;1,6434897;-21,433296;1,7721575;-63,0;189,00014;-21,000002;0,91;-0,03;-0,44;-7,91;-17,71;6,65;-1,1889501;-8,47245;0,32305002;1,6182001;-11,021976;0,03542787;24,499989;171,50002;-87,5;-0,16;0,95;0,18;0,07;9,24;6,02;0,03534999;3,2396002;1,4573997;3,9609232;5,7594633;-0,90903485;196,00002;-146,99998;234,49998
0,240;0,93;0,01;0,15;-3,29;-58,17;0,91;0,10184997;-16,96625;-0,41265;1,614114;-22,051048;1,7796196;-45,500004;35,00004;-38,5;0,91;-0,02;-0,43;-7,28;-14,98;6,02;-1,2649001;-8,6359005;0,3864;1,5391649;-11,205988;0,09201035;62,99999;241,49995;-147,0;-0,15;0,96;0,19;3,29;8,68;8,61;0,05214999;3,3292003;1,5305498;4,0187855;5,8325806;-0,82320094;224,0;-45,499992;182,0
0,250;0,96;0,01;0,13;-3,64;-59,29;0,35;0,067199975;-17,553549;-0,40635;1,5801883;-22,665302;1,7832314;10,500002;-157,50008;-52,500004;0,9;-0,01;-0,43;-6,65;-12,88;3,71;-1,3345501;-8,775201;0,43505;1,4664297;-11,3658495;0,13389283;91,00001;237,99997;-168,0;-0,14;0,97;0,18;4,55;8,33;9,66;0,09134999;3,4142504;1,6218997;4,099048;5,901148;-0,7191676;66,5;-42,000008;87,5
0,260;0,95;-0,0;0,15;-3,08;-61,32;-0,14;0,033599976;-18,156599;-0,4053;1,5473126;-23,295307;1,7815934;175,0;-108,49991;14,0;0,86;-0,01;-0,44;-5,46;-10,22;2,66;-1,3951001;-8,890701;0,46690002;1,4027944;-11,501911;0,15897533;80,50001;476,00003;-143,50002;-0,13;0,98;0,17;4,62;7,84;10,36;0,13719998;3,4951003;1,7219998;4,18596;5,9655147;-0,6063839;-49,000015;-52,49999;63,00001
0,270;0,95;-0,0;0,16;-0,14;-61,46;0,63;0,017499976;-18,770498;-0,40285;1,5319369;-23,936161;1,7813555;210,0;45,499992;59,5;0,86;-0,01;-0,46;-5,04;-3,36;0,84;-1,4476001;-8,958601;0,48440003;1,3472092;-11,590371;0,16970783;52,50001;402,50003;-171,5;-0,13;0,97;0,18;3,57;7,28;10,92;0,17814998;3,5707002;1,8283998;4,2679725;6,0246315;-0,48730028;-94,49999;-7,000017;3,5000324
0,280;0,94;0,02;0,19;1,12;-60,41;1,05;0,022399977;-19,379848;-0,39445;1,5375613;-24,572468;1,7870674;-122,49999;87,5;-66,5;0,86;-0,02;-0,46;-4,41;-2,17;-0,77;-1,4948502;-8,986251;0,48475003;1,2968738;-11,638582;0,16329032;10,500002;185,5;-84,0;-0,14;0,97;0,17;2,73;7,7;10,43;0,20964998;3,6456;1,9351498;4,3405347;6,083049;-0,36786664;-98,0;-63,00001;-21,000004
0,290;0,95;0,04;0,2;-2,59;-59,71;-0,7;0,015049977;-19,980448;-0,39270002;1,5309355;-25,20002;1,7861295;-322,0;87,5;-192,5;0,85;-0,04;-0,47;-4,83;0,35;-0,84;-1,5410502;-8,995351;0,47670004;1,2475886;-11,668243;0,14847282;20,999992;185,5;31,5;-0,14;0,98;0,17;1,61;6,02;10,5;0,23134997;3,7142;2,0397997;4,403297;6,135166;-0,2505331;6,9999933;-146,99998;-42,000008
0,300;0,97;0,06;0,18;-5,32;-58,66;-2,8;-0,024500022;-20,572298;-0,41020003;1,4921099;-25,818825;1,7659413;-266,0;192,49992;-140,0;0,83;-0,04;-0,48;-3,99;1,54;-0,14;-1,5851502;-8,985901;0,47180003;1,2004032;-11,679355;0,13680533;112,0;-42,000004;49,0;-0,14;0,99;0,19;2,87;4,76;9,59;0,25374997;3,7681;2,1402497;4,466759;6,172583;-0,13739944;20,999998;27,999998;-147,0
0,310;0,97;0,04;0,22;-7,91;-55,86;-3,5;-0,090650015;-21,144897;-0,44170004;1,4266843;-26,418379;1,7317533;27,999998;343,00003;20,999992;0,86;-0,05;-0,49;-2,59;-0,49;0,14;-1,6180502;-8,980651;0,47180003;1,1644181;-11,694666;0,13003778;105,0;-395,5;28,0;-0,15;1,0;0,18;2,03;6,58;7,56;0,27824998;3,8248;2,2259998;4,532322;6,2128;-0,038965702;-94,49999;217,00002;-115,5
0,320;0,99;0,01;0,22;-4,76;-51,8;-2,38;-0,15400001;-21,683197;-0,47110003;1,3640585;-26,983633;1,6996651;378,0;363,99994;203,0;0,87;-0,05;-0,5;-1,89;-6,37;0,42;-1,6404502;-9,014951;0,47460002;1,1389327;-11,749527;0,12607026;20,999992;-535,5;42,000004;-0,17;0,98;0,18;0,98;9,1;7,28;0,29329997;3,9032;2,3001997;4,588434;6,2747173;0,047917843;-115,5;175,0;31,499983
0,330;0,98;-0,01;0,23;-0,35;-48,58;0,56;-0,17955002;-22,185097;-0,48020002;1,3392328;-27,512487;1,6878772;273,0;374,4999;203,0;0,89;-0,05;-0,5;-2,17;-11,2;0,98;-1,6607503;-9,1028;0,48160002;1,1155475;-11,857937;0,12630278;-28,000004;-353,5;115,5;-0,19;0,99;0,17;-0,28;10,08;8,19;0,2968;3,9991;2,3775496;4,632996;6,3541346;0,13795137;-35,000004;24,499989;17,499996
0,340;0,97;-0,01;0,23;0,7;-44,31;1,68;-0,17780001;-22,649548;-0,469;1,3417071;-28,003893;1,6963891;-140,00002;371,00012;55,999996;0,91;-0,05;-0,48;-2,45;-13,44;2,73;-1,6838503;-9,226001;0,50015;1,0893621;-12,0016985;0,13808525;-59,499992;-59,500027;185,5;-0,19;0,99;0,19;0,28;9,59;7,63;0,2968;4,09745;2,4566495;4,674059;6,436002;0,22973466;3,5000005;-105,0;-76,99998
0,350;0,96;0,0;0,25;-3,15;-41,16;1,68;-0,19005002;-23,076897;-0,45220003;1,3301815;-28,458197;1,7105011;-171,5;399,0;20,999998;0,93;-0,04;-0,48;-3,36;-12,39;4,69;-1,7129003;-9,355151;0,53725004;1,057227;-12,15141;0,16841778;-52,5;122,49999;115,5;-0,19;0,98;0,19;-0,21;7,98;6,65;0,29715;4,1853;2,5280495;4,715471;6,507369;0,31381822;-80,5;-206,50002;-77,0
0,360;0,95;0,0;0,23;-2,73;-36,33;2,1;-0,21945003;-23,464346;-0,43330002;1,3015058;-28,8726;1,726713;224,0;346,50003;70,0;0,91;-0,04;-0,46;-3,5;-10,99;5,04;-1,7472003;-9,472052;0,58590007;1,0198419;-12,288872;0,2103003;24,500002;49,000027;-45,500004;-0,19;0,96;0,21;-1,33;5,46;6,09;0,28945;4,2525;2,5917494;4,748833;6,5580864;0,3902018;-91,0;-192,5;-24,500013
0,370;0,97;0,03;0,21;1,33;-34,23;3,08;-0,22645003;-23,817146;-0,4074;1,2952302;-29,252356;1,749925;227,50002;140,00015;91,00001;0,91;-0,0;-0,46;-2,87;-11,41;3,78;-1,7790502;-9,584052;0,63000005;0,98490655;-12,4214325;0,24763277;94,5;69,999985;-115,5;-0,19;0,96;0,19;-2,03;4,13;6,16;0,27265;4,30045;2,6529994;4,773095;6,589553;0,4641354;-42,000004;-262,5;31,499983
0,380;0,98;0,04;0,24;1,82;-33,53;3,92;-0,21070002;-24,155947;-0,37240002;1,3117044;-29,61811;1,782237;-147,0;199,5;-38,5;0,9;-0,02;-0,45;-1,61;-9,59;2,73;-1,8014503;-9,689052;0,66255003;0,9594214;-12,546993;0,27341524;101,5;161,00002;-119,00001;-0,15;0,97;0,2;-2,17;0,21;6,72;0,25165;4,3221498;2,7173994;4,7931576;6,5947704;0,541219;20,999998;-231,0;-17,499996
0,390;0,96;0,03;0,26;-1,61;-30,24;2,31;-0,20965002;-24,474796;-0,34125;1,3134787;-29,963915;1,810699;-255,50002;377,99997;-196,00002;0,89;-0,01;-0,45;-0,84;-8,19;1,4;-1,8137002;-9,777951;0,6832;0,9440861;-12,656454;0,2872977;52,5;161,00002;-157,50002;-0,15;0,97;0,2;-1,61;-0,49;5,81;0,23275;4,3207498;2,7800493;4,81532;6,5768876;0,6165526;119,00001;-21,0;-34,999992
0,400;0,95;0,02;0,26;-3,29;-25,97;0,0;-0,23415002;-24,755846;-0,3297;1,289703;-30,27192;1,819561;-66,5;353,5;-133,0;0,84;-0,01;-0,44;-0,56;-6,37;-0,42;-1,8207002;-9,850751;0,6881;0,93400097;-12,749815;0,2854302;21,0;262,49997;-154,0;-0,15;0,96;0,21;0,21;-0,21;6,02;0,22575;4,31725;2,8391993;4,8493824;6,556905;0,6883862;87,5;98,00001;73,500015
0,410;0,94;0,01;0,27;-2,94;-23,17;-0,35;-0,26530004;-25,001547;-0,33145;1,2592773;-30,544575;1,8151228;-24,500002;220,5;0,0;0,83;-0,01;-0,44;-0,42;-2,94;-1,68;-1,8256001;-9,897301;0,67759997;0,9260156;-12,816926;0,26816264;7,000001;416,5;-129,5;-0,17;0,96;0,19;0,14;1,47;7,28;0,2275;4,3235497;2,9056993;4,8921947;6,546722;0,7675698;-38,5;140,0;80,50001
0,420;0,94;0,01;0,28;-3,78;-21,56;0,0;-0,29890004;-25,225197;-0,33319998;1,2264017;-30,79518;1,8106849;-24,500002;111,99999;21,0;0,83;-0,03;-0,43;-0,42;1,96;-3,01;-1,8298001;-9,902201;0,65414995;0,9187305;-12,842387;0,23794514;17,5;448,0;-38,500008;-0,17;0,97;0,2;-0,56;2,59;7,63;0,2254;4,3438497;2,9802492;4,931157;6,550539;0,8548033;-52,500004;38,5;-21,000004
0,430;0,96;0,02;0,26;-3,43;-20,93;0,07;-0,33495003;-25,437647;-0,33284998;1,191076;-31,034584;1,8083467;108,50001;-59,500027;59,500004;0,85;-0,03;-0,43;-0,07;6,02;-2,45;-1,8322501;-9,862301;0,62684995;0,91319513;-12,823048;0,20387763;0,0;213,5;98,00001;-0,14;0,96;0,21;-0,91;2,24;6,86;0,21805;4,3679996;3,052699;4,9648695;6,558206;0,93993664;45,5;-77,0;-147,0
0,440;0,97;0,01;0,26;-1,61;-22,75;1,19;-0,36015004;-25,656048;-0,32654998;1,1666002;-31,27994;1,8119588;192,50002;-178,49998;119,00001;0,87;-0,04;-0,44;-0,42;6,23;-1,05;-1,8347001;-9,801051;0,60934997;0,90766;-12,78236;0,17961013;-14,0;-105,0;157,50002;-0,14;0,97;0,2;0,35;1,05;4,69;0,21525;4,3844495;3,110449;5,003132;6,558173;1,0103703;-6,9999967;-42,000004;-150,50002
0,450;0,96;-0,0;0,27;0,42;-24,5;2,45;-0,36610004;-25,892298;-0,30834997;1,1613746;-31,543144;1,8274707;213,5;-80,50003;87,5;0,88;-0,03;-0,44;-0,35;3,92;0,7;-1,8385501;-9,750301;0,6076;0,90072465;-12,752171;0,17109263;13,999999;-406,0;189,0;-0,16;1,0;0,18;-1,05;1,4;3,85;0,21175;4,3966994;3,1531491;5,040694;6,5539403;1,0657539;-101,5;17,500002;-73,5
0,460;0,95;0,01;0,28;2,66;-24,36;2,94;-0,35070005;-26,136599;-0,28139997;1,1774989;-31,8144;1,8517327;122,49999;80,50003;-3,4999967;0,9;-0,03;-0,43;-0,14;-1,89;2,73;-1,8410001;-9,740151;0,62474996;0,8951895;-12,762582;0,1814751;-38,5;-619,50006;203,00003;-0,16;1,0;0,17;-1,68;1,4;3,22;0,1981;4,4106994;3,1884992;5,068106;6,5514574;1,1137877;-126,0;-31,5;10,500002
0,470;0,94;0,02;0,29;2,87;-22,89;2,38;-0,32305005;-26,372849;-0,25479996;1,2058733;-32,077606;1,8756446;55,999996;206,50006;-13,999999;0,92;-0,03;-0,43;-1,12;-8,47;4,76;-1,8473;-9,791951;0,6622;0,8858042;-12,834943;0,2121576;-42,000004;-570,5;157,50002;-0,15;0,99;0,17;-3,57;0,77;4,06;0,17185;4,4215493;3,2248993;5,0829186;6,5458245;1,1628714;-108,50001;-59,5;94,50001
0,480;0,93;0,02;0,3;3,78;-20,23;2,66;-0,28980005;-26,588448;-0,22959997;1,2398475;-32,32016;1,8981566;31,500006;220,5;17,499996;0,92;-0,04;-0,42;-0,98;-13,3;5,88;-1,8578;-9,900801;0,7154;0,8722191;-12,964354;0,2585901;-3,5000026;-206,50002;66,5;-0,13;0,97;0,19;-3,85;0,21;5,11;0,13475;4,4264493;3,2707493;5,0868807;6,5342417;1,221405;55,999996;-28,0;66,5
0,490;0,95;0,01;0,29;3,5;-18,48;2,73;-0,25340006;-26,781998;-0,20264997;1,2769718;-32,540665;1,9224187;-38,5;42,000008;13,999999;0,92;-0,03;-0,41;-1,19;-12,6;6,09;-1,86865;-10,030301;0,77524996;0,858284;-13,114414;0,31167257;21,000002;185,5;-31,500006;-0,13;0,96;0,2;-2,45;0,21;5,39;0,10325;4,4285493;3,3232493;5,096443;6,519859;1,2865887;140,0;17,500002;83,99999
0,500;0,96;0,01;0,28;3,01;-19,39;2,94;-0,22085005;-26,971348;-0,17429997;1,3102462;-32,756966;1,9480805;-52,5;31,499958;17,499996;0,9;-0,03;-0,42;-0,56;-9,59;5,25;-1,8773999;-10,141252;0,83194995;0,84644866;-13,245926;0,36160505;35,000004;287,00003;-150,50002;-0,12;0,98;0,2;-1,05;0,56;6,79;0,08575;4,4323993;3,3841493;5,1200056;6,507226;1,3601723;129,50002;84,0;35,000015
0,510;0,95;0,02;0,31;2,45;-17,85;3,08;-0,19355005;-27,157547;-0,14419997;1,3382704;-32,97012;1,9754926;-56,0;174,99995;-21,000004;0,87;-0,04;-0,42;-0,49;-6,86;3,08;-1,8826499;-10,223501;0,87359995;0,83811355;-13,348737;0,39648753;52,5;311,50003;-196,00002;-0,13;0,99;0,19;0,14;1,89;6,09;0,081199996;4,444649;3,4485493;5,156518;6,502993;1,4372559;45,5;157,50002;-98,00001
0,520;0,93;0,03;0,35;1,89;-15,89;2,52;-0,17185006;-27,326246;-0,11619997;1,3606948;-33,165775;2,0008044;-80,50001;112,00004;-45,499992;0,87;-0,04;-0,42;0,49;-3,36;1,33;-1,8826499;-10,274601;0,89564997;0,8350282;-13,420398;0,41177008;66,5;290,50003;-133,0;-0,12;1,0;0,19;-0,14;3,71;4,83;0,081199996;4,472649;3,5031493;5,19758;6,51451;1,5045394;-70,0;133,00002;-140,00002
0,530;0,95;0,04;0,32;0,84;-15,61;2,17;-0,15820006;-27,483746;-0,09274997;1,3750691;-33,350227;2,0215664;3,5000026;-34,999992;-77,0;0,87;-0,04;-0,43;0,84;-1,05;0,42;-1,8759999;-10,296651;0,9044;0,838593;-13,463009;0,4137526;63,0;143,5;-94,50001;-0,11;1,0;0,19;-1,26;4,55;3,29;0,0742;4,513949;3,5437493;5,2316422;6,539327;1,557823;-84,00001;77,0;-182,0
0,540;0,95;0,04;0,3;1,96;-16,59;0,98;-0,14420006;-27,644745;-0,07699997;1,3897934;-33,53818;2,0346284;77,000015;-17,50002;-52,500004;0,88;-0,04;-0,43;1,75;-0,49;-0,56;-1,86305;-10,304351;0,9037;0,8484576;-13,49127;0,40628508;94,50001;210,0;-91,0;-0,11;0,98;0,19;-1,82;5,25;1,19;0,058799997;4,5629487;3,5661492;5,2573047;6,571844;1,5929065;-80,5;66,5;-171,5
