
RECORD:;Start date :; 15/12/2020  16:21:21 ;End date :; 15/12/2020  16:22:34 ;Time [hh:mm:ss]:;00:01:12;Frequency [Hz] :;100;Period [ms] :;10.0;Numbers of points :;7296;Sensor number :;3;

;Sensor No1;;;;;;;;;;;;;;;Sensor No2;;;;;;;;;;;;;;;Sensor No3;;;;;;;;;;;;;;;

Time [s];AccX_0 [g];AccY_0 [g];AccZ_0 [g];GyrX_0 [deg/s];GyrY_0 [deg/s];GyrZ_0 [deg/s];AngRX_0 [deg];AngRY_0 [deg];AngRZ_0 [deg];AngCX_0 [deg];AngCY_0 [deg];AngCZ_0 [deg];AccAX_0 [deg/s2];AccAY_0 [deg/s2];AccAZ_0 [deg/s2];AccX_1 [g];AccY_1 [g];AccZ_1 [g];GyrX_1 [deg/s];GyrY_1 [deg/s];GyrZ_1 [deg/s];AngRX_1 [deg];AngRY_1 [deg];AngRZ_1 [deg];AngCX_1 [deg];AngCY_1 [deg];AngCZ_1 [deg];AccAX_1 [deg/s2];AccAY_1 [deg/s2];AccAZ_1 [deg/s2];AccX_2 [g];AccY_2 [g];AccZ_2 [g];GyrX_2 [deg/s];GyrY_2 [deg/s];GyrZ_2 [deg/s];AngRX_2 [deg];AngRY_2 [deg];AngRZ_2 [deg];AngCX_2 [deg];AngCY_2 [deg];AngCZ_2 [deg];AccAX_2 [deg/s2];AccAY_2 [deg/s2];AccAZ_2 [deg/s2]
53,970;0,82;0,05;-0,29;1,89;-95,69;0,35;-1,3387538;160,55743;17,648874;4,065258;10,645538;5,398302;-224,0;-311,4998;-192,5;0,77;-0,03;-0,48;-7,7;-69,79;11,69;21,60265;119,11573;36,280674;7,829689;6,071106;-0,37553787;192,49997;-238,0001;-315,00003;0,25;0,94;0,1;-0,42;23,17;38,22;-219,4679;88,6308;-74,52628;5,1265106;2,5719757;-8,731026;-129,5;192,50003;-206,49986
53,980;0,82;0,05;-0,27;-0,49;-98,84;-1,12;-1,3317538;159,58478;17,645023;4,072982;9,645905;5,391762;-185,5;-220,4998;-129,5;0,77;-0,01;-0,49;-6,3;-71,12;8,4;21,53265;118,41118;36,381123;7,756605;5,345993;-0,28186035;49,000004;-136,49979;-402,49997;0,24;1,03;0,13;-6,23;25,2;36,4;-219,50114;88,87265;-74,15318;5,134323;2,797348;-8,345238;-378,0;0,0;-315,00006
53,990;0,79;0,05;-0,26;-1,82;-100,1;-2,24;-1,3433038;158,59007;17,628223;4,0621567;8,624252;5,3722744;-87,5;-206,50024;-111,99999;0,79;0,01;-0,5;-6,72;-72,52;3,64;21,46755;117,69298;36,441322;7,6884193;4,607231;-0,22842789;-66,5;126,00021;-290,49997;0,26;0,98;0,16;-7,98;23,17;31,92;-219,57219;89,1145;-73,811584;5,1043396;3,0227203;-7,990959;-3,5000086;-84,000015;-287,0001
54,000;0,79;0,04;-0,23;-2,24;-102,97;-3,36;-1,3636038;157,57472;17,600224;4,0425806;7,581955;5,341586;-73,5;-434,00003;-91,0;0,79;0,02;-0,49;-7,63;-68,6;2,59;21,3958;116,98738;36,472473;7,6135826;3,8810654;-0,20404434;-108,50003;164,49966;-52,50001;0,23;0,98;0,21;-6,3;23,52;30,66;-219,64359;89,34795;-73,49869;5,0740204;3,2396774;-7,6653748;87,5;202,99998;21,000004
54,010;0,79;0,03;-0,2;-3,29;-108,78;-4,06;-1,3912538;156,51598;17,563124;4,015655;6,4962616;5,301799;-13,999999;-643,9999;-7,0000052;0,8;0,02;-0,49;-8,89;-69,23;2,59;21,3132;116,29823;36,498375;7,527899;3,1713638;-0,18490982;-66,5;-157,50008;-27,999998;0,21;0,97;0,18;-6,23;27,23;32,34;-219,70624;89,60171;-73,183685;5,052414;3,4769516;-7,3376923;28,000021;528,5;63,00001
54,020;0,79;0,01;-0,19;-2,52;-115,85;-3,5;-1,4203038;155,39282;17,525324;3,987329;5,3461304;5,2613106;112,0;-437,5;122,49999;0,8;0,02;-0,5;-8,96;-71,75;2,03;21,22395;115,59333;36,521477;7,435562;2,4458923;-0,16857529;-77,0;-318,49976;-10,49999;0,2;0,95;0,2;-5,74;34,09;31,92;-219,76608;89,90831;-72,86239;5,0336456;3,7670746;-7,003708;-66,5;668,49994;42,000008
54,030;0,79;0,01;-0,18;-1,05;-117,53;-1,61;-1,4381539;154,22592;17,499773;3,9702039;4,1522827;5,2330713;66,5;-150,5001;210,0;0,81;0,0;-0,51;-10,43;-75,6;2,38;21,126999;114,85658;36,543526;7,3355274;1,688591;-0,15329361;-185,5;-216,99982;45,500004;0,16;0,91;0,18;-7,56;40,6;33,18;-219,83258;90,28176;-72,53689;5,008194;4,1240463;-6,6655273;48,999977;104,99992;189,00005
54,040;0,8;0,02;-0,17;-1,19;-118,86;0,7;-1,4493538;153,04398;17,495222;3,9597278;2,94339;5,225833;-28,000004;-122,50023;112,0;0,81;-0,01;-0,51;-12,67;-76,09;2,94;21,0115;114,09813;36,570126;7,2169437;0,9095764;-0,133461;-175,0;-70,00008;83,99999;0,09;0,92;0,19;-4,76;36,19;35,7;-219,89418;90,66571;-72,19249;4,9876556;4,491516;-6,308449;220,5;-150,49992;346,50003
54,050;0,79;0,02;-0,16;-1,61;-119,98;0,63;-1,4633539;151,84978;17,501873;3,9464524;1,7222443;5,2297955;10,500002;-34,999847;21,000002;0,82;-0,03;-0,51;-13,93;-77,0;4,06;20,8785;113,33268;36,605125;7,080858;0,123565674;-0,105228424;-140,00002;52,49977;108,50001;0,05;0,93;0,14;-3,15;37,59;40,11;-219,93373;91,03461;-71,81344;4,9891815;4,843918;-5,91671;24,500013;-52,49996;269,49997
54,060;0,77;0,01;-0,11;-0,98;-119,56;1,12;-1,4763038;150,65208;17,510624;3,9342263;0,49760437;5,235859;28,000004;115,50026;-28,0;0,82;-0,05;-0,49;-15,47;-75,04;5,11;20,7315;112,57248;36,650974;6,930773;-0,65719604;-0,06614685;-118,99996;115,49988;119,00001;0,03;0,98;0,15;-4,27;35,14;41,09;-219,97083;91,398254;-71,40744;4,9931335;5,191086;-5,4980316;-87,5;-406,00006;157,4999
54,070;0,77;0,01;-0,06;-1,05;-117,67;0,07;-1,4864538;149,46593;17,516575;3,924801;-0,7155304;5,2391214;-122,50001;55,999756;-98,00001;0,82;-0,06;-0,47;-16,31;-74,69;6,44;20,572601;111,82383;36,708725;6,7687874;-1,4264069;-0,015167236;-122,49999;10,499954;62,99999;0,05;0,97;0,16;-4,9;29,47;43,26;-220,01668;91,721306;-70,98569;4,9883575;5,497658;-5,063591;-231,00003;-721,0;-171,50002
54,080;0,78;0,02;-0,04;-3,43;-118,44;-0,84;-1,5088538;148,28537;17,512724;3,9031248;-1,9230347;5,232583;-311,50003;-108,49991;-122,50001;0,83;-0,07;-0,45;-17,92;-74,83;6,37;20,401451;111,07623;36,772774;6,594553;-2,1945648;0,042118073;-182,00008;-234,49974;31,500006;0,07;1,03;0,11;-8,89;20,72;37,66;-220,08563;91,97226;-70,581085;4,9604645;5,732132;-4,646309;-126,0;293,99997;-335,99988
54,090;0,79;0,05;-0,03;-7,28;-119,84;-2,38;-1,5624038;147,09396;17,496624;3,8502998;-3,141388;5,2137938;-364,0;-195,99991;-164,50002;0,82;-0,06;-0,46;-19,95;-79,38;7,07;20,212101;110,30518;36,839973;6,402117;-2,9861755;0,10254669;-42,000008;-356,99997;-45,499992;0,09;0,91;0,15;-7,42;35,35;36,54;-220,16718;92,25261;-70,21008;4,919983;5,995987;-4,262619;185,50003;973,00006;-223,99998
54,100;0,81;0,05;-0,01;-10,71;-122,36;-4,13;-1,6523538;145,88297;17,464073;3,7610736;-4,379364;5,1785555;-238,0;-273,00034;-178,49998;0,84;-0,05;-0,47;-18,76;-81,97;5,46;20,01855;109,498436;36,902622;6,2054825;-3,8134842;0,158432;143,50005;-304,5002;-154,00002;0,05;0,94;0,18;-5,18;40,18;33,18;-220,23018;92,63026;-69,86148;4,898041;6,357155;-3,9013367;238,00002;-52,49996;-21,0001
54,110;0,83;0,04;-0,0;-12,04;-125,3;-5,95;-1,7661037;144,64467;17,413673;3,6480484;-5,6446075;5,1254673;-101,49999;-202,99988;-199,5;0,85;-0,02;-0,5;-17,08;-85,47;3,99;19,839352;108,66124;36,94987;6,023197;-4,6712418;0,19890976;126,00002;-276,49994;-178,50002;-0,01;0,94;0,13;-2,66;34,3;36,12;-220,26938;93,002655;-69,514984;4,8999023;6,7130737;-3,5421524;-56,00002;-430,50003;427,00006
54,120;0,84;0,04;0,0;-12,74;-126,42;-8,12;-1,8900037;143,38606;17,343323;3,5248723;-6,9301605;5,052429;-119,00001;140,00015;-178,50003;0,86;-0,0;-0,5;-16,24;-87,5;1,89;19,672752;107,79639;36,97927;5,8535137;-5,556656;0,22154236;42,000008;-84,000015;-154,0;-0,0;0,96;0,12;-6,3;31,57;41,72;-220,31418;93,33201;-69,125786;4,896164;7,0259476;-3,140274;-223,99998;-500,49994;304,5
54,130;0,83;0,04;0,05;-14,42;-122,5;-9,52;-2,0258036;142,14146;17,255123;3,3897967;-8,201706;4,961542;-192,50003;451,49994;-84,000015;0,86;0,01;-0,48;-16,24;-87,15;0,91;19,510353;106,923134;36,99327;5,6880302;-6,45047;0,22877884;-90,999985;171,50002;-122,50001;-0,02;0,97;0,15;-7,14;24,29;42,21;-220,38138;93,611305;-68,70614;4,8700256;7,288765;-2,7079468;-31,499983;-510,99997;-223,99998
54,140;0,84;0,02;0,04;-16,59;-117,39;-9,8;-2,1808536;140,94202;17,158524;3,235471;-9,428131;4,862254;-118,99996;430,50003;38,500023;0,88;0,0;-0,48;-18,06;-84,07;-0,56;19,338854;106,06703;36,99502;5,513445;-7,327133;0,2237587;-304,5;437,5;-91,00001;-0,02;0,95;0,17;-6,93;21,35;37,24;-220,45172;93,83951;-68,30889;4,840744;7,500473;-2,2980118;90,999985;-308,0001;-468,99988
54,150;0,85;0,01;0,04;-16,8;-113,89;-8,75;-2,3478036;139,78561;17,065773;3,0692458;-10,611481;4,766815;-6,9999695;304,49982;129,50002;0,89;-0,01;-0,47;-22,33;-78,4;-0,91;19,136904;105,254684;36,98767;5,3084087;-8,160042;0,2096405;-203,00008;675,5001;87,5;-0,03;0,94;0,17;-5,32;18,13;32,83;-220,51297;94,03691;-67,95854;4,8205566;7,6813965;-1,9349823;83,99999;-311,50003;-360,50006
54,160;0,84;-0,0;0,09;-16,73;-111,3;-7,21;-2,5154536;138,65967;16,985973;2,9023197;-11,764374;4,684327;-35,00004;255,50003;227,50002;0,98;-0,02;-0,48;-22,12;-70,56;1,19;18,914654;104,50989;36,98907;5,0830727;-8,9254;0,20427322;297,50003;1274,0002;535,5;-0,07;0,95;0,18;-5,25;15,12;30,03;-220,56583;94,20316;-67,64424;4,808777;7,831169;-1,6079941;84,00001;80,50003;-409,50012
54,170;0,85;-0,0;0,1;-17,5;-108,78;-4,2;-2,6866035;137,55927;16,928923;2,7318945;-12,891724;4,624589;-98,00005;49,000168;252,0;0,96;-0,07;-0,49;-16,38;-52,92;9,8;18,722155;103,89249;37,04402;4,8874893;-9,563362;0,25245667;458,50006;1917,9999;514,49994;-0,05;0,97;0,24;-3,64;19,74;24,64;-220,61028;94,377464;-67,37089;4,805374;7,988991;-1,3219604;325,50003;136,50003;-458,5
54,180;0,88;0,01;0,09;-18,69;-110,32;-2,17;-2,8675535;136,46376;16,897072;2,5516684;-14,014206;4,5900497;56,000042;97,999954;350,0;0,93;-0,09;-0,49;-12,95;-32,2;11,48;18,575504;103,46689;37,15042;4,737753;-10,0095215;0,35208893;489,99997;1239,0;-45,499992;-0,05;0,93;0,2;1,26;17,85;20,86;-220,62218;94,565414;-67,14339;4,834549;8,160446;-1,0817719;213,5;-118,99996;-234,49994
54,190;0,92;0,01;0,1;-16,38;-106,82;2,8;-3,0429034;135,37807;16,900223;2,3770432;-15,126846;4,590513;196,00002;507,5001;455,00003;0,89;-0,1;-0,49;-6,58;-28,14;8,89;18,477854;103,16519;37,25227;4,637018;-10,3317795;0,44717026;430,5;73,50006;-294,0;-0,04;0,97;0,19;0,63;17,36;19,95;-220,61273;94,74146;-66,93934;4,8850403;8,320015;-0,86504364;-10,500002;-38,500023;-199,5
54,200;0,92;0,01;0,13;-14,77;-100,17;6,93;-3,1986535;134,34312;16,948874;2,222017;-16,188736;4,6364765;129,49997;559,9999;248,50002;0,86;-0,1;-0,51;-4,34;-30,73;5,6;18,423254;102,87084;37,32472;4,5793343;-10,646683;0,5128517;55,999996;-234,50012;-413,00003;-0,07;0,99;0,19;1,05;17,08;16,87;-220,60432;94,913666;-66,75524;4,9345093;8,475739;-0,6682663;24,500002;199,5;-311,50003
54,210;0,93;0,0;0,14;-13,79;-95,62;7,77;-3,3414536;133,36418;17,022373;2,0799417;-17,194626;4,707287;-80,49994;384,99985;-59,500004;0,85;-0,08;-0,53;-5,46;-32,83;0,63;18,374254;102,55304;37,35587;4,5272484;-10,985054;0,53723526;-129,49998;21,000004;-367,5;-0,17;0,99;0,2;1,12;21,35;13,72;-220,59348;95,10581;-66,602295;4,986435;8,651405;-0,50263214;-84,0;157,49998;24,499989
54,220;0,91;-0,0;0,15;-16,38;-92,47;5,74;-3,4923036;132,42374;17,089924;1,9298155;-18,162018;4,77215;-122,49999;367,5003;-196,00002;0,85;-0,07;-0,53;-6,93;-30,31;-1,75;18,312304;102,23734;37,35027;4,4622135;-11,321304;0,524868;-111,99999;567,0001;-210,0;-0,26;0,99;0,2;-0,63;20,23;17,36;-220,59102;95,31371;-66,44689;5,0299377;8,842827;-0,33454895;-84,00001;-255,50003;374,49994
54,230;0,91;-0,03;0,17;-16,24;-88,27;3,85;-3,6554036;131,52003;17,137875;1,7674403;-19,092697;4,8174124;322,0;332,5001;-133,0;0,85;-0,06;-0,52;-7,7;-21,49;-3,57;18,239153;101,97834;37,32367;4,385977;-11,600876;0,49150085;-7,000017;930,99994;-143,5;-0,25;0,95;0,23;-0,56;16,24;21,21;-220,59697;95,49606;-66,25404;5,0650635;9,008682;-0,12901306;84,0;-444,49997;356,99997
54,240;0,94;-0,05;0,16;-9,94;-85,82;3,08;-3,7863035;130,64958;17,172525;1,6372643;-19,990097;4,8493757;493,5;90,999985;-10,49999;0,84;-0,06;-0,52;-7,07;-11,69;-4,62;18,165302;101,81244;37,28272;4,30904;-11,787331;0,4437828;105,0;784,00006;-98,000015;-0,22;0,93;0,22;1,05;11,34;24,5;-220,59451;95,633965;-66,02549;5,1085663;9,130104;0,112220764;38,5;-409,5;140,00006
54,250;0,95;-0,05;0,17;-6,37;-86,45;3,64;-3,8678534;129,78824;17,206125;1,5564392;-20,878387;4,880287;311,49997;-27,999878;45,500004;0,88;-0,04;-0,53;-5,6;-5,81;-5,53;18,101952;101,72494;37,231968;4,2426033;-11,895401;0,386261;27,999998;409,5;-38,5;-0,2;0,94;0,21;0,21;8,05;24,01;-220,58821;95,73091;-65,782936;5,155945;9,210571;0,36746216;-3,4999967;-332,5;-199,5
54,260;0,94;-0,04;0,22;-3,71;-86,38;3,99;-3,9182534;128,92409;17,244276;1,506763;-21,769485;4,9157495;297,5;-14,00032;-28,00001;0,84;-0,07;-0,53;-6,51;-3,5;-5,39;18,0414;101,67839;37,17737;4,1789684;-11,962509;0,32489777;-66,5;147,0;63,00001;-0,2;0,93;0,25;0,98;4,69;20,51;-220,58226;95,79461;-65,56033;5,202957;9,25779;0,60274506;213,5;-154,00003;-374,5
54,270;0,95;-0,02;0,23;-0,42;-86,73;3,08;-3,9389033;128,05853;17,279627;1,4868379;-22,662018;4,948412;315,00003;24,499893;-27,999998;0,9;-0,06;-0,54;-6,93;-2,87;-4,27;17,974201;101,64654;37,129066;4,1086826;-12,014923;0,26982498;-90,999985;-668,50006;108,49999;-0,22;0,92;0,25;4,48;4,97;16,52;-220,55496;95,84291;-65,37518;5,2713165;9,289612;0,8005829;290,5;-42,000008;-164,50005
54,280;0,97;0,01;0,21;2,59;-85,89;3,43;-3,9280534;127,195435;17,312178;1,4984117;-23,552063;4,9782753;234,50002;147,00012;17,500008;0,88;-0,07;-0,53;-8,33;-16,87;-3,22;17,897902;101,54784;37,091618;4,029299;-12,134186;0,22560883;-147,0;-1032,5001;105,0;-0,24;0,94;0,23;6,79;3,85;17,22;-220,49861;95,88701;-65,20648;5,3687286;9,317215;0,9819641;122,49999;-80,5;76,999954
54,290;0,98;0,0;0,21;4,27;-83,79;3,43;-3,8937533;126,34704;17,346478;1,5334361;-24,427406;5,0098877;189,0;374,4999;31,499994;0,82;-0,09;-0,52;-9,87;-23,52;-2,17;17,806902;101,34589;37,064667;3,935215;-12,356689;0,19189453;-77,0;-384,99994;1039,5;-0,22;0,93;0,21;6,93;3,36;18,06;-220,43001;95,92306;-65,03008;5,4783936;9,336784;1,171051;-73,49999;-119,0;-97,999954
54,300;1,0;-0,01;0,22;6,37;-78,4;4,06;-3,8405533;125,53609;17,383928;1,5873604;-25,265335;5,04465;168,00002;598,50006;45,500004;0,82;-0,11;-0,53;-9,87;-24,57;17,57;17,708202;101,10544;37,141666;3,8334293;-12,617706;0,2621231;13,999987;-244,99998;227,50002;-0,19;0,94;0,19;5,32;1,47;15,26;-220,36876;95,947205;-64,86348;5,5807037;9,344452;1,3503342;-206,50002;-297,5;-423,49997
54,310;1,01;-0,01;0,22;7,63;-71,82;4,34;-3,7705534;124,78499;17,425928;1,6580851;-26,04338;5,0839624;63,00001;518,00006;0,0;0,82;-0,1;-0,53;-9,59;-28,42;2,38;17,610903;100,840485;37,241417;3,7330437;-12,9032135;0,35510635;-21,000004;-241,5;-640,5;-0,18;0,97;0,2;2,8;-2,59;9,59;-220,32816;95,941605;-64,73923;5,662369;9,322372;1,4872742;-161,00002;-308,0;-546,0
54,320;1,02;0,01;0,22;7,63;-68,04;4,06;-3,6942534;124,085686;17,467928;1,7351089;-26,76963;5,123273;31,500006;353,5;-56,000008;0,82;-0,09;-0,55;-10,29;-29,4;4,76;17,511503;100,551384;37,27712;3,63056;-13,212883;0,38404083;-111,99999;42,000008;213,5;-0,2;0,98;0,23;2,1;-4,69;4,34;-220,30365;95,905205;-64,66958;5,727936;9,269493;1,569603;38,5;112,0;-406,0
54,330;1,04;0,02;0,23;8,26;-64,75;3,22;-3,6148036;123,42174;17,504328;1,8152835;-27,460526;5,1569853;52,50001;329,0001;-63,0;0,83;-0,07;-0,56;-11,83;-27,58;6,65;17,400904;100,26649;37,334167;3,5168743;-13,518333;0,43432236;-84,000015;133,0;133,0;-0,22;0,98;0,25;3,57;-0,35;1,47;-220,2753;95,880005;-64,640526;5,797348;9,227798;1,6113434;77,000015;374,5;-126,0
54,340;1,05;0,03;0,23;8,68;-61,46;2,8;-3,5301034;122,79069;17,534428;1,9007075;-28,118553;5,1843967;34,999992;402,49997;-77,00001;0,86;-0,07;-0,56;-11,97;-26,74;7,42;17,281904;99,99489;37,40452;3,3947887;-13,810501;0,49790573;34,999992;101,50004;34,999992;-0,23;0,98;0,22;3,64;2,8;1,82;-220,23924;95,89226;-64,62408;5,874481;9,223572;1,6404724;-101,5;224,0;-28,0
54,350;1,06;0,04;0,22;8,96;-56,7;1,68;-3,4419034;122,19989;17,556828;1,9896324;-28,736298;5,204109;10,500002;472,50006;-119,0;0,89;-0,05;-0,56;-11,13;-25,55;7,35;17,166405;99,73344;37,478367;3,276205;-14,092506;0,5649872;10,500002;150,50002;-27,999998;-0,23;0,97;0,23;1,54;4,13;0,91;-220,21335;95,92691;-64,61043;5,9414215;9,241745;1,6668091;-150,50002;266,0;-115,5
54,360;1,07;0,03;0,24;8,89;-52,01;0,42;-3,3526533;121,65634;17,567327;2,0796063;-29,306793;5,2119207;13,999987;405,99997;-84,0;0,92;-0,06;-0,54;-11,76;-23,73;6,86;17,051954;99,48704;37,549416;3,1586685;-14,359474;0,62926865;-59,49998;160,99997;-111,99999;-0,23;0,96;0,23;0,63;8,12;-0,49;-220,2025;95,98816;-64,60833;5,993347;9,286514;1,6815872;-35,0;202,99998;-126,0
54,370;1,07;0,02;0,26;9,24;-48,58;0,0;-3,2620032;121,15339;17,569427;2,1709812;-29,836693;5,2113333;45,499992;430,49985;42,000004;0,94;-0,07;-0,52;-12,32;-22,33;5,11;16,931555;99,25674;37,609264;3,0351849;-14,610329;0,68235016;0,0;115,49998;-175,00002;-0,25;0,96;0,22;0,84;8,19;-1,61;-220,19514;96,06971;-64,61883;6,0417633;9,35157;1,6837769;-94,5;-41,999985;-24,500002
54,380;1,06;0,01;0,28;9,8;-43,4;1,26;-3,1668031;120,69349;17,575727;2,266905;-30,32354;5,214945;-38,499977;556,50006;133,0;0,96;-0,09;-0,5;-11,76;-21,42;3,36;16,811155;99,03799;37,651615;2,9117012;-14,84964;0,71793365;154,0;210,00005;-101,500015;-0,29;0,99;0,23;-1,26;7,28;-0,98;-220,19725;96,14706;-64,631775;6,0807037;9,412437;1,6835098;-140,0;-132,99997;171,5
54,390;1,04;-0,0;0,31;8,47;-37,45;2,66;-3,075453;120,28924;17,595327;2,35898;-30,754768;5,2318563;-122,500015;647,50006;94,50001;0,95;-0,11;-0,49;-9,24;-18,13;3,08;16,706156;98,84024;37,683815;2,8036156;-15,067955;0,74336624;276,50003;462,0;14,0000105;-0,3;0,97;0,25;-1,96;5,53;1,82;-220,21335;96,211105;-64,62757;6,1056824;9,460007;1,7004013;-38,5;-157,50002;325,50003
54,400;1,02;-0,01;0,32;7,35;-30,45;3,15;-2,9963531;119,94974;17,624378;2,4388037;-31,121216;5,2582197;-56,00002;752,50006;66,5;0,94;-0,12;-0,5;-6,23;-12,18;3,64;16,628805;98,68869;37,717415;2,7231789;-15,240059;0,7701988;206,49998;671,99994;-31,499994;-0,31;0,97;0,25;-2,03;4,13;5,53;-220,23329;96,25941;-64,59082;6,1267853;9,491829;1,7498322;6,9999995;-189,00002;234,50002
54,410;1,02;-0,02;0,32;7,35;-22,4;3,99;-2,9228532;119,685486;17,660078;2,5130284;-31,412415;5,291231;-21,000004;721,0;83,99999;0,91;-0,1;-0,52;-5,11;-4,69;2,45;16,572105;98,60434;37,747864;2,663395;-15,344978;0,79387665;105,0;619,50006;-84,00001;-0,29;0,95;0,26;-1,82;1,75;6,51;-220,25255;96,28881;-64,53062;6,1486053;9,504753;1,8227234;52,5;-189,00002;13,999987
54,420;1,02;-0,02;0,33;6,93;-16,03;4,83;-2,8514533;119,49334;17,704178;2,5851521;-31,631508;5,3326435;-24,499989;483,0;52,5;0,87;-0,09;-0,53;-4,13;0,21;1,96;16,525906;98,58194;37,769913;2,614109;-15,387932;0,80916214;108,50001;469,00003;-77,0;-0,29;0,97;0,25;-0,98;0,35;5,81;-220,26656;96,29931;-64,46902;6,175659;9,498756;1,8970032;-6,9999995;-119,00001;-24,500013
54,430;1,03;-0,01;0,34;6,86;-12,74;5,04;-2,7825034;119,34949;17,753529;2,6548269;-31,802338;5,379305;-34,999992;262,50006;-91,0;0,85;-0,07;-0,53;-2,94;4,69;0,91;16,490555;98,60644;37,784264;2,5756721;-15,384003;0,81674194;45,500004;182,0;-94,5;-0,28;0,99;0,25;-1,96;-0,63;6,02;-220,28125;96,297905;-64,40987;6,2020264;9,480873;1,9688416;-24,500002;-70,0;-6,9999933
54,440;1,03;-0,0;0,33;6,23;-10,78;3,01;-2,7170534;119,23189;17,79378;2,7210007;-31,946884;5,416868;-84,000015;108,50001;-224,0;0,84;-0,05;-0,53;-3,22;3,85;0,07;16,459755;98,64914;37,789165;2,541788;-15,361855;0,81487656;-41,999996;-10,500002;-24,500002;-0,24;0,99;0,25;-1,47;-1,05;5,67;-220,2984;96,289505;-64,35142;6,225937;9,455994;2,0399704;17,500002;-3,4999998;-143,5
54,450;1,04;0,0;0,33;5,18;-10,57;0,56;-2,6600034;119,12514;17,81163;2,778775;-32,08058;5,4320316;-42,000008;6,9999695;-283,5;0,82;-0,05;-0,53;-3,78;4,48;0,42;16,424755;98,69079;37,791615;2,503704;-15,340767;0,81056213;-56,000008;-63,0;45,500004;-0,21;0,98;0,25;-1,61;-0,7;3,15;-220,3138;96,280754;-64,30732;6,251587;9,430763;2,0967484;-10,499996;31,5;-304,5
54,460;1,05;-0,0;0,33;5,39;-10,64;-2,66;-2,6071534;119,01909;17,80113;2,8323493;-32,213608;5,4188433;17,50002;6,9999695;-220,5;0,82;-0,06;-0,53;-4,34;2,59;0,98;16,384155;98,726135;37,798615;2,4600182;-15,325981;0,810791;-31,499994;-217,00002;80,5;-0,19;0,97;0,24;-1,68;-0,42;-0,42;-220,33025;96,275154;-64,29367;6,2762146;9,408684;2,123085;20,999998;35,0;-385,00003
54,470;1,06;-0,01;0,34;5,53;-10,43;-3,85;-2,5525534;118,91374;17,76858;2,887674;-32,3459;5,383605;56,00002;87,5;-76,999985;0,82;-0,08;-0,54;-4,41;0,14;2,03;16,340405;98,739784;37,813663;2,4131832;-15,332893;0,8190727;-27,999998;-269,5;101,5;-0,19;0,98;0,26;-1,19;0,0;-4,55;-220,34459;96,273056;-64,31852;6,3029327;9,390091;2,1109161;-7,0000052;52,5;-402,50003
54,480;1,06;-0,0;0,35;6,51;-8,89;-4,2;-2,4923534;118,81714;17,728329;2,948598;-32,46945;5,340666;24,499989;217,00002;-17,499996;0,83;-0,11;-0,54;-4,9;-2,8;3,01;16,293854;98,72649;37,838863;2,3635464;-15,366753;0,83750534;-66,5;-360,5;150,5;-0,19;1,0;0,25;-1,82;0,63;-8,47;-220,35963;96,27621;-64,38362;6,328949;9,376762;2,0585022;-52,5;70,0;-300,99997
54,490;1,06;0,0;0,36;6,02;-6,09;-4,2;-2,4297035;118,74224;17,686329;3,0119727;-32,571297;5,2959776;-73,500015;381,5;10,49999;0,87;-0,11;-0,54;-5,74;-7,07;5,04;16,240654;98,67714;37,879112;2,3072605;-15,436661;0,87098694;-27,999998;-364,0;206,50002;-0,2;0,98;0,25;-2,24;1,4;-10,57;-220,37993;96,286354;-64,47882;6,349716;9,37043;1,9759827;-31,5;45,5;-210,0
54,500;1,06;0,01;0,36;5,04;-1,26;-3,99;-2,3744035;118,70549;17,645378;3,0679965;-32,635025;5,2523384;-143,5;570,5;6,9999933;0,89;-0,11;-0,53;-5,46;-10,08;7,14;16,184654;98,59139;37,940014;2,2481747;-15,542969;0,9251213;13,999987;-203,0;217,00002;-0,21;0,97;0,26;-2,45;1,54;-12,67;-220,40338;96,301056;-64,595024;6,36734;9,368652;1,872467;-31,499994;56,0;-175,0
54,510;1,05;0,02;0,36;3,15;5,32;-4,06;-2,3334534;118,72579;17,605127;3,1096714;-32,64167;5,2094;-203,0;735,0;27,999998;0,91;-0,1;-0,53;-5,46;-11,13;9,38;16,130054;98,485344;38,022614;2,1904907;-15,669579;1,0009537;45,499992;-45,499992;154,00003;-0,2;0,95;0,24;-2,87;2,52;-14,07;-220,42998;96,32136;-64,72872;6,38179;9,372475;1,7514496;-59,500004;73,5;-168,00003
54,520;1,05;0,02;0,34;0,98;13,44;-3,43;-2,3128035;118,819595;17,567677;3,131045;-32,574814;5,169261;-210,0;700,0;52,5;0,91;-0,09;-0,53;-4,55;-10,99;10,22;16,080004;98,37474;38,120613;2,137354;-15,800751;1,092186;199,5;87,5;38,499977;-0,2;0,96;0,24;-3,64;3,01;-16,03;-220,46252;96,34901;-64,87922;6,39032;9,383629;1,6136398;-38,50001;27,999998;-161,00006
54,530;1,06;0,03;0,34;-1,05;19,32;-3,01;-2,3131535;118,9834;17,535477;3,13142;-32,437958;5,1343737;-245,00002;311,50003;59,500004;0,91;-0,1;-0,52;-1,47;-9,38;10,15;16,049904;98,27289;38,22246;2,1041698;-15,923157;1,1872673;206,50002;308,0;-171,50002;-0,21;0,97;0,26;-3,64;3,08;-17,29;-220,49893;96,379456;-65,04582;6,3949585;9,397598;1,4597168;52,50001;77,000015;-31,499958
